date,total_amount_usd,total_amount_ars,customer_id,seller_id,shipping_id,er_date
2023-01-16,6695.00,0.00,692,2,128,2023-01-16
2023-01-16,2499.00,0.00,2060,2,129,2023-01-16
2023-01-16,5196.00,0.00,1931,1,130,2023-01-16
2023-01-16,9136.00,0.00,936,2,131,2023-01-16
2023-01-16,8094.00,0.00,1629,3,132,2023-01-16
2023-01-16,14790.00,0.00,2106,3,133,2023-01-16
2023-01-16,2744.00,0.00,1753,2,134,2023-01-16
2023-01-17,498.00,0.00,2078,3,135,2023-01-17
2023-01-17,3598.00,0.00,1477,1,136,2023-01-17
2023-01-17,17090.00,0.00,1043,1,137,2023-01-17
2023-01-17,1796.00,0.00,1267,1,138,2023-01-17
2023-01-17,1398.00,0.00,843,3,139,2023-01-17
2023-01-17,6293.00,0.00,149,2,140,2023-01-17
2023-01-17,999.00,0.00,251,3,141,2023-01-17
2023-01-17,4197.00,0.00,2088,3,142,2023-01-17
2023-01-17,2498.00,0.00,1720,2,143,2023-01-17
2023-01-18,10489.00,0.00,1809,3,144,2023-01-18
2023-01-18,6643.00,0.00,1604,3,145,2023-01-18
2023-01-18,9738.00,0.00,2285,2,146,2023-01-18
2023-01-18,5993.00,0.00,2466,2,147,2023-01-18
2023-01-18,4294.00,0.00,1315,1,148,2023-01-18
2023-01-18,11690.00,0.00,1359,2,149,2023-01-18
2023-01-18,4695.00,0.00,699,1,150,2023-01-18
2023-01-18,5993.00,0.00,1278,2,151,2023-01-18
2023-01-18,8738.00,0.00,1398,2,152,2023-01-18
2023-01-18,948.00,0.00,2268,1,153,2023-01-18
2023-01-19,8187.00,0.00,1205,1,154,2023-01-19
2023-01-19,8840.00,0.00,718,1,155,2023-01-19
2023-01-19,10391.00,0.00,1992,3,156,2023-01-19
2023-01-19,6544.00,0.00,2123,1,157,2023-01-19
2023-01-19,5392.00,0.00,1972,2,158,2023-01-19
2023-01-19,5195.00,0.00,1488,3,159,2023-01-19
2023-01-19,10641.00,0.00,448,1,160,2023-01-19
2023-01-19,1197.00,0.00,500,1,161,2023-01-19
2023-01-19,6840.00,0.00,1244,3,162,2023-01-19
2023-01-19,5494.00,0.00,493,3,163,2023-01-19
2023-01-19,3196.00,0.00,388,3,164,2023-01-19
2023-01-19,4797.00,0.00,700,2,165,2023-01-19
2023-01-20,10637.00,0.00,2102,2,166,2023-01-20
2023-01-20,6143.00,0.00,1575,2,167,2023-01-20
2023-01-20,5695.00,0.00,2253,2,168,2023-01-20
2023-01-20,5692.00,0.00,1630,2,169,2023-01-20
2023-01-20,9689.00,0.00,159,2,170,2023-01-20
2023-01-20,8594.00,0.00,313,2,171,2023-01-20
2023-01-21,4794.00,0.00,1728,3,172,2023-01-21
2023-01-21,4593.00,0.00,2396,3,173,2023-01-21
2023-01-21,799.00,0.00,1561,1,174,2023-01-21
2023-01-21,2499.00,0.00,1836,2,175,2023-01-21
2023-01-21,4496.00,0.00,1392,3,176,2023-01-21
2023-01-21,2245.00,0.00,143,2,177,2023-01-21
2023-01-21,1097.00,0.00,2231,2,178,2023-01-21
2023-01-21,9494.00,0.00,1772,2,179,2023-01-21
2023-01-21,6693.00,0.00,971,2,180,2023-01-21
2023-01-21,11093.00,0.00,2250,3,181,2023-01-21
2023-01-21,4091.00,0.00,1626,3,182,2023-01-21
2023-01-21,9540.00,0.00,53,3,183,2023-01-21
2023-01-21,1746.00,0.00,2202,2,184,2023-01-21
2023-01-22,6042.00,0.00,1768,2,185,2023-01-22
2023-01-22,19687.00,0.00,624,1,186,2023-01-22
2023-01-22,9492.00,0.00,2315,3,187,2023-01-22
2023-01-22,7190.00,0.00,1388,1,188,2023-01-22
2023-01-22,6191.00,0.00,767,2,189,2023-01-22
2023-01-22,3396.00,0.00,1875,1,190,2023-01-22
2023-01-22,2698.00,0.00,1278,1,191,2023-01-22
2023-01-22,5395.00,0.00,92,2,192,2023-01-22
2023-01-23,4797.00,0.00,247,1,193,2023-01-23
2023-01-23,4193.00,0.00,1580,1,194,2023-01-23
2023-01-23,7192.00,0.00,2158,1,195,2023-01-23
2023-01-23,2596.00,0.00,2291,1,196,2023-01-23
2023-01-23,5393.00,0.00,1817,1,197,2023-01-23
2023-01-24,6939.00,0.00,1364,3,198,2023-01-24
2023-01-24,9390.00,0.00,1746,2,199,2023-01-24
2023-01-24,8395.00,0.00,844,3,200,2023-01-24
2023-01-24,2497.00,0.00,863,1,201,2023-01-24
2023-01-24,9092.00,0.00,429,3,202,2023-01-24
2023-01-24,8094.00,0.00,2030,3,203,2023-01-24
2023-01-24,5596.00,0.00,840,3,204,2023-01-24
2023-01-24,10691.00,0.00,843,1,205,2023-01-24
2023-01-24,1398.00,0.00,674,3,206,2023-01-24
2023-01-25,1998.00,0.00,461,3,207,2023-01-25
2023-01-25,4990.00,0.00,2251,2,208,2023-01-25
2023-01-25,4793.00,0.00,1084,1,209,2023-01-25
2023-01-25,4894.00,0.00,346,1,210,2023-01-25
2023-01-25,1798.00,0.00,2055,3,211,2023-01-25
2023-01-25,7141.00,0.00,1730,2,212,2023-01-25
2023-01-25,3297.00,0.00,535,1,213,2023-01-25
2023-01-25,2796.00,0.00,936,2,214,2023-01-25
2023-01-25,398.00,0.00,1802,1,215,2023-01-25
2023-01-25,399.00,0.00,213,3,216,2023-01-25
2023-01-25,6590.00,0.00,641,1,217,2023-01-25
2023-01-25,7293.00,0.00,1136,2,218,2023-01-25
2023-01-25,3596.00,0.00,2444,3,219,2023-01-25
2023-01-25,3597.00,0.00,758,3,220,2023-01-25
2023-01-26,12988.00,0.00,102,3,221,2023-01-26
2023-01-26,3796.00,0.00,2368,3,222,2023-01-26
2023-01-26,1099.00,0.00,329,1,223,2023-01-26
2023-01-26,9338.00,0.00,1911,2,224,2023-01-26
2023-01-26,10390.00,0.00,468,2,225,2023-01-26
2023-01-26,1298.00,0.00,573,2,226,2023-01-26
2023-01-26,6288.00,0.00,586,2,227,2023-01-26
2023-01-26,598.00,0.00,1159,2,228,2023-01-26
2023-01-26,699.00,0.00,2085,1,229,2023-01-26
2023-01-26,3791.00,0.00,277,3,230,2023-01-26
2023-01-26,12641.00,0.00,1930,3,231,2023-01-26
2023-01-26,2247.00,0.00,1689,3,232,2023-01-26
2023-01-26,8939.00,0.00,904,3,233,2023-01-26
2023-01-26,3795.00,0.00,780,1,234,2023-01-26
2023-01-27,9594.00,0.00,2168,3,235,2023-01-27
2023-01-27,1599.00,0.00,1665,3,236,2023-01-27
2023-01-27,7691.00,0.00,1983,3,237,2023-01-27
2023-01-27,1598.00,0.00,150,2,238,2023-01-27
2023-01-27,7241.00,0.00,1733,2,239,2023-01-27
2023-01-27,6441.00,0.00,236,2,240,2023-01-27
2023-01-27,7544.00,0.00,204,1,241,2023-01-27
2023-01-27,2396.00,0.00,1509,3,242,2023-01-27
2023-01-27,7192.00,0.00,1082,3,243,2023-01-27
2023-01-27,7392.00,0.00,2433,2,244,2023-01-27
2023-01-27,5091.00,0.00,1915,1,245,2023-01-27
2023-01-27,1495.00,0.00,1550,1,246,2023-01-27
2023-01-27,5595.00,0.00,57,3,247,2023-01-27
2023-01-27,4841.00,0.00,327,2,248,2023-01-27
2023-01-28,648.00,0.00,394,3,249,2023-01-28
2023-01-28,8293.00,0.00,113,1,250,2023-01-28
2023-01-28,2397.00,0.00,240,1,251,2023-01-28
2023-01-28,698.00,0.00,1313,3,252,2023-01-28
2023-01-28,7493.00,0.00,583,1,253,2023-01-28
2023-01-28,799.00,0.00,714,3,254,2023-01-28
2023-01-28,8391.00,0.00,1012,3,255,2023-01-28
2023-01-28,1047.00,0.00,1959,3,256,2023-01-28
2023-01-28,11591.00,0.00,720,3,257,2023-01-28
2023-01-28,9394.00,0.00,235,3,258,2023-01-28
2023-01-28,599.00,0.00,1406,1,259,2023-01-28
2023-01-29,10392.00,0.00,1942,2,260,2023-01-29
2023-01-29,2997.00,0.00,1899,3,261,2023-01-29
2023-01-29,8789.00,0.00,1312,3,262,2023-01-29
2023-01-29,8892.00,0.00,1962,1,263,2023-01-29
2023-01-29,1599.00,0.00,2284,3,264,2023-01-29
2023-01-29,3598.00,0.00,1577,1,265,2023-01-29
2023-01-29,10190.00,0.00,644,1,266,2023-01-29
2023-01-30,11739.00,0.00,1090,2,267,2023-01-30
2023-01-30,2596.00,0.00,2420,2,268,2023-01-30
2023-01-30,2998.00,0.00,1571,2,269,2023-01-30
2023-01-30,11991.00,0.00,41,1,270,2023-01-30
2023-01-30,8195.00,0.00,1282,3,271,2023-01-30
2023-01-30,398.00,0.00,853,2,272,2023-01-30
2023-01-30,3198.00,0.00,1619,1,273,2023-01-30
2023-01-30,3642.00,0.00,946,2,274,2023-01-30
2023-01-30,5095.00,0.00,2490,2,275,2023-01-30
2023-01-30,4693.00,0.00,1443,1,276,2023-01-30
2023-01-31,6194.00,0.00,1006,2,277,2023-01-31
2023-01-31,10293.00,0.00,692,2,278,2023-01-31
2023-01-31,2097.00,0.00,2028,1,279,2023-01-31
2023-01-31,3698.00,0.00,104,1,280,2023-01-31
2023-01-31,7844.00,0.00,763,1,281,2023-01-31
2023-01-31,2697.00,0.00,1911,3,282,2023-01-31
2023-01-31,10889.00,0.00,747,2,283,2023-01-31
2023-02-01,9191.00,0.00,245,3,284,2023-02-01
2023-02-01,1195.00,0.00,75,3,285,2023-02-01
2023-02-01,12692.00,0.00,1530,1,286,2023-02-01
2023-02-01,9392.00,0.00,1907,1,287,2023-02-01
2023-02-01,8094.00,0.00,1706,1,288,2023-02-01
2023-02-01,5595.00,0.00,583,1,289,2023-02-01
2023-02-01,13240.00,0.00,483,1,290,2023-02-01
2023-02-01,5292.00,0.00,1624,1,291,2023-02-01
2023-02-01,2595.00,0.00,1882,1,292,2023-02-01
2023-02-02,4691.00,0.00,159,3,293,2023-02-02
2023-02-02,2497.00,0.00,721,2,294,2023-02-02
2023-02-02,2297.00,0.00,643,2,295,2023-02-02
2023-02-03,4397.00,0.00,1520,2,296,2023-02-03
2023-02-03,6993.00,0.00,578,1,297,2023-02-03
2023-02-03,8488.00,0.00,1373,3,298,2023-02-03
2023-02-03,8593.00,0.00,852,2,299,2023-02-03
2023-02-03,10591.00,0.00,2246,2,300,2023-02-03
2023-02-03,3092.00,0.00,1403,3,301,2023-02-03
2023-02-03,4896.00,0.00,771,3,302,2023-02-03
2023-02-03,9891.00,0.00,1053,1,303,2023-02-03
2023-02-03,13691.00,0.00,1101,1,304,2023-02-03
2023-02-03,3996.00,0.00,1303,3,305,2023-02-03
2023-02-04,349.00,0.00,2415,2,306,2023-02-04
2023-02-04,9493.00,0.00,741,1,307,2023-02-04
2023-02-04,10191.00,0.00,2177,3,308,2023-02-04
2023-02-04,299.00,0.00,2273,2,309,2023-02-04
2023-02-04,8891.00,0.00,304,3,310,2023-02-04
2023-02-04,9593.00,0.00,1933,2,311,2023-02-04
2023-02-05,12793.00,0.00,2099,3,312,2023-02-05
2023-02-05,8193.00,0.00,298,2,313,2023-02-05
2023-02-05,4195.00,0.00,219,1,314,2023-02-05
2023-02-05,8590.00,0.00,2325,1,315,2023-02-05
2023-02-05,3597.00,0.00,2015,2,316,2023-02-05
2023-02-05,6691.00,0.00,2007,3,317,2023-02-05
2023-02-05,12041.00,0.00,898,3,318,2023-02-05
2023-02-05,6396.00,0.00,316,3,319,2023-02-05
2023-02-05,3894.00,0.00,1001,1,320,2023-02-05
2023-02-06,9736.00,0.00,94,3,321,2023-02-06
2023-02-06,2096.00,0.00,1525,2,322,2023-02-06
2023-02-06,8436.00,0.00,533,3,323,2023-02-06
2023-02-06,7993.00,0.00,2037,2,324,2023-02-06
2023-02-06,7694.00,0.00,2005,3,325,2023-02-06
2023-02-06,2397.00,0.00,16,2,326,2023-02-06
2023-02-06,2395.00,0.00,1318,2,327,2023-02-06
2023-02-06,8390.00,0.00,2302,1,328,2023-02-06
2023-02-06,9894.00,0.00,1480,3,329,2023-02-06
2023-02-06,7993.00,0.00,561,3,330,2023-02-06
2023-02-06,2997.00,0.00,540,2,331,2023-02-06
2023-02-07,8793.00,0.00,421,3,332,2023-02-07
2023-02-07,8692.00,0.00,676,2,333,2023-02-07
2023-02-07,10792.00,0.00,325,2,334,2023-02-07
2023-02-07,7093.00,0.00,7,3,335,2023-02-07
2023-02-07,3791.00,0.00,2020,2,336,2023-02-07
2023-02-07,6939.00,0.00,1235,2,337,2023-02-07
2023-02-07,2196.00,0.00,2400,3,338,2023-02-07
2023-02-07,3197.00,0.00,827,3,339,2023-02-07
2023-02-07,13391.00,0.00,464,1,340,2023-02-07
2023-02-07,3295.00,0.00,2161,2,341,2023-02-07
2023-02-08,6594.00,0.00,2198,3,342,2023-02-08
2023-02-08,2393.00,0.00,1232,2,343,2023-02-08
2023-02-08,1099.00,0.00,2454,3,344,2023-02-08
2023-02-08,2447.00,0.00,704,2,345,2023-02-08
2023-02-08,4643.00,0.00,1067,3,346,2023-02-08
2023-02-08,15190.00,0.00,415,3,347,2023-02-08
2023-02-08,16288.00,0.00,124,3,348,2023-02-08
2023-02-09,4797.00,0.00,1073,3,349,2023-02-09
2023-02-09,9991.00,0.00,1056,3,350,2023-02-09
2023-02-09,999.00,0.00,1885,2,351,2023-02-09
2023-02-09,8092.00,0.00,930,2,352,2023-02-09
2023-02-09,5996.00,0.00,1772,3,353,2023-02-09
2023-02-09,16289.00,0.00,1664,1,354,2023-02-09
2023-02-09,7238.00,0.00,14,2,355,2023-02-09
2023-02-09,5490.00,0.00,937,1,356,2023-02-09
2023-02-10,4695.00,0.00,709,3,357,2023-02-10
2023-02-10,5388.00,0.00,579,2,358,2023-02-10
2023-02-10,4792.00,0.00,1780,1,359,2023-02-10
2023-02-10,3598.00,0.00,650,2,360,2023-02-10
2023-02-10,1799.00,0.00,1484,2,361,2023-02-10
2023-02-10,4044.00,0.00,332,1,362,2023-02-10
2023-02-10,2198.00,0.00,1277,2,363,2023-02-10
2023-02-10,3596.00,0.00,2408,2,364,2023-02-10
2023-02-11,299.00,0.00,2346,3,365,2023-02-11
2023-02-11,598.00,0.00,1602,3,366,2023-02-11
2023-02-11,8594.00,0.00,1857,2,367,2023-02-11
2023-02-11,7789.00,0.00,27,2,368,2023-02-11
2023-02-11,14738.00,0.00,461,1,369,2023-02-11
2023-02-12,9588.00,0.00,780,2,370,2023-02-12
2023-02-12,2994.00,0.00,1574,3,371,2023-02-12
2023-02-12,5292.00,0.00,756,1,372,2023-02-12
2023-02-12,3142.00,0.00,332,1,373,2023-02-12
2023-02-12,5940.00,0.00,1092,1,374,2023-02-12
2023-02-12,6690.00,0.00,608,2,375,2023-02-12
2023-02-13,1197.00,0.00,1791,2,376,2023-02-13
2023-02-13,1296.00,0.00,157,3,377,2023-02-13
2023-02-13,3396.00,0.00,1961,3,378,2023-02-13
2023-02-13,6692.00,0.00,1110,1,379,2023-02-13
2023-02-13,597.00,0.00,1529,2,380,2023-02-13
2023-02-13,1997.00,0.00,1898,3,381,2023-02-13
2023-02-13,10592.00,0.00,752,2,382,2023-02-13
2023-02-13,1798.00,0.00,2193,1,383,2023-02-13
2023-02-13,4544.00,0.00,1641,1,384,2023-02-13
2023-02-13,11792.00,0.00,2427,2,385,2023-02-13
2023-02-14,2795.00,0.00,370,3,386,2023-02-14
2023-02-14,5492.00,0.00,2026,3,387,2023-02-14
2023-02-14,4791.00,0.00,583,3,388,2023-02-14
2023-02-14,2197.00,0.00,2388,3,389,2023-02-14
2023-02-14,7742.00,0.00,1710,2,390,2023-02-14
2023-02-14,699.00,0.00,1085,1,391,2023-02-14
2023-02-14,9192.00,0.00,879,1,392,2023-02-14
2023-02-14,1943.00,0.00,1908,1,393,2023-02-14
2023-02-15,14091.00,0.00,1137,2,394,2023-02-15
2023-02-15,3598.00,0.00,1876,2,395,2023-02-15
2023-02-15,7194.00,0.00,2260,1,396,2023-02-15
2023-02-15,1798.00,0.00,2459,1,397,2023-02-15
2023-02-15,699.00,0.00,936,2,398,2023-02-15
2023-02-15,1897.00,0.00,697,1,399,2023-02-15
2023-02-15,18286.00,0.00,1140,1,400,2023-02-15
2023-02-16,5092.00,0.00,2129,1,401,2023-02-16
2023-02-16,8138.00,0.00,2046,3,402,2023-02-16
2023-02-16,1897.00,0.00,1775,1,403,2023-02-16
2023-02-16,3597.00,0.00,1354,1,404,2023-02-16
2023-02-16,9989.00,0.00,1911,3,405,2023-02-16
2023-02-16,3592.00,0.00,1780,3,406,2023-02-16
2023-02-16,7995.00,0.00,1119,1,407,2023-02-16
2023-02-16,747.00,0.00,886,3,408,2023-02-16
2023-02-16,3297.00,0.00,1389,3,409,2023-02-16
2023-02-16,2346.00,0.00,1285,3,410,2023-02-16
2023-02-16,8792.00,0.00,1710,1,411,2023-02-16
2023-02-17,10289.00,0.00,1064,2,412,2023-02-17
2023-02-17,8639.00,0.00,94,1,413,2023-02-17
2023-02-17,4192.00,0.00,818,3,414,2023-02-17
2023-02-17,12488.00,0.00,2170,1,415,2023-02-17
2023-02-17,6194.00,0.00,2125,1,416,2023-02-17
2023-02-17,14289.00,0.00,1938,3,417,2023-02-17
2023-02-17,13041.00,0.00,901,2,418,2023-02-17
2023-02-17,7792.00,0.00,1979,1,419,2023-02-17
2023-02-17,2097.00,0.00,1329,1,420,2023-02-17
2023-02-17,7990.00,0.00,1776,2,421,2023-02-17
2023-02-18,12789.00,0.00,403,1,422,2023-02-18
2023-02-18,8043.00,0.00,2056,2,423,2023-02-18
2023-02-18,7094.00,0.00,480,1,424,2023-02-18
2023-02-18,5391.00,0.00,653,2,425,2023-02-18
2023-02-18,7043.00,0.00,980,2,426,2023-02-18
2023-02-19,2996.00,0.00,1985,1,427,2023-02-19
2023-02-19,1099.00,0.00,337,3,428,2023-02-19
2023-02-19,5196.00,0.00,1429,3,429,2023-02-19
2023-02-19,6793.00,0.00,2479,3,430,2023-02-19
2023-02-19,6595.00,0.00,1262,3,431,2023-02-19
2023-02-19,2697.00,0.00,2153,3,432,2023-02-19
2023-02-19,6394.00,0.00,2461,3,433,2023-02-19
2023-02-19,5997.00,0.00,1899,3,434,2023-02-19
2023-02-19,3795.00,0.00,225,1,435,2023-02-19
2023-02-19,8394.00,0.00,1297,2,436,2023-02-19
2023-02-19,11493.00,0.00,1537,1,437,2023-02-19
2023-02-20,9292.00,0.00,2416,2,438,2023-02-20
2023-02-20,5094.00,0.00,2145,3,439,2023-02-20
2023-02-20,5893.00,0.00,1535,1,440,2023-02-20
2023-02-20,2397.00,0.00,581,1,441,2023-02-20
2023-02-20,3989.00,0.00,1900,3,442,2023-02-20
2023-02-20,11092.00,0.00,2143,3,443,2023-02-20
2023-02-21,6391.00,0.00,1509,1,444,2023-02-21
2023-02-21,9794.00,0.00,510,3,445,2023-02-21
2023-02-21,799.00,0.00,1904,2,446,2023-02-21
2023-02-21,2195.00,0.00,1759,1,447,2023-02-21
2023-02-21,9540.00,0.00,315,3,448,2023-02-21
2023-02-21,12491.00,0.00,692,3,449,2023-02-21
2023-02-21,3297.00,0.00,350,3,450,2023-02-21
2023-02-21,8692.00,0.00,180,2,451,2023-02-21
2023-02-22,6497.00,0.00,1010,1,452,2023-02-22
2023-02-22,1846.00,0.00,1291,1,453,2023-02-22
2023-02-22,8795.00,0.00,1408,3,454,2023-02-22
2023-02-22,3495.00,0.00,2498,1,455,2023-02-22
2023-02-22,7193.00,0.00,514,3,456,2023-02-22
2023-02-22,1099.00,0.00,441,1,457,2023-02-22
2023-02-22,899.00,0.00,2371,3,458,2023-02-22
2023-02-22,3992.00,0.00,92,3,459,2023-02-22
2023-02-22,11891.00,0.00,582,3,460,2023-02-22
2023-02-23,597.00,0.00,739,1,461,2023-02-23
2023-02-23,4496.00,0.00,2201,1,462,2023-02-23
2023-02-23,2393.00,0.00,189,2,463,2023-02-23
2023-02-23,8239.00,0.00,319,2,464,2023-02-23
2023-02-23,4293.00,0.00,1512,1,465,2023-02-23
2023-02-23,12489.00,0.00,2353,3,466,2023-02-23
2023-02-23,8191.00,0.00,1172,2,467,2023-02-23
2023-02-23,6596.00,0.00,1926,2,468,2023-02-23
2023-02-24,9839.00,0.00,1371,2,469,2023-02-24
2023-02-24,1946.00,0.00,1882,3,470,2023-02-24
2023-02-24,2846.00,0.00,258,2,471,2023-02-24
